#,Data-set path,Unit Test Grade,ChatGPT Grade,Execution Time
6593,00154_00001,20,75,6.1885599
6594,00154_00002,20,80,6.2244493
6595,00154_00003,20,100,6.0184855
6596,00154_00004,20,90,6.0319583
6597,00160_00001,0,80,0.8604887
6598,00162_00002,0,40,0.9330133
6599,00162_00003,100,60,0.9746683
6600,00164_00001,0,0,1.1418769
6601,00164_00002,0,40,1.2342053
6602,00166_00002,0,70,0.795788
6603,00166_00003,0,0,0.0308564
6604,00171_00002,100,45,0.9834217
6605,00171_00004,0,0,0.0249514
6606,00172_00001,0,0,0.7430516
6607,00176_00001,100,100,1.0106316
6608,00177_00001,0,70,0.9494927
6609,00183_00008,100,90,1.0458012
6610,00184_00001,100,65,1.0416364
6611,00184_00002,100,35,0.8038875
6612,00186_00001,0,85,0.9590139
6613,00186_00003,100,75,0.7819841
6614,00197_00001,0,30,0.8810473
6615,00204_00001,100,55,0.9262003
6616,00000_00003,100,75,1.704437
6617,00000_00004,100,90,1.9392638
6618,00000_00005,20,90,2.1681649
6619,00000_00006,20,70,1.6628886
6620,00000_00007,100,95,1.5887053
6621,00000_00008,100,95,1.7305897
6622,00001_00001,100,55,1.6511483
6623,00001_00002,100,90,1.8327576
6624,00002_00001,100,60,2.9063589
6625,00002_00002,100,75,3.2449384
6626,00002_00003,100,50,3.0304084
6627,00005_00001,0,90,1.3797142
6628,00005_00002,0,0,1.1302735
6629,00007_00002,20,60,1.4263239
6630,00007_00003,20,60,1.6182241
6631,00008_00001,100,95,1.1853645
6632,00009_00001,20,85,1.4166394
6633,00009_00002,20,50,1.3031875
6634,00013_00001,100,90,1.1979161
6635,00013_00002,100,75,1.221597
6636,00013_00003,100,90,1.1957314
6637,00013_00005,100,95,1.3208729
6638,00013_00007,100,85,1.474297
6639,00013_00008,100,85,1.401094
6640,00013_00009,100,85,1.438264
6641,00014_00001,100,85,1.1843876
6642,00014_00002,100,65,1.7195417
6643,00014_00003,100,65,1.4005458
6644,00014_00004,100,75,1.604095
6645,00014_00005,100,70,1.7613141
6646,00014_00006,100,85,1.4288191
6647,00014_00007,20,60,6.0863558
6648,00014_00008,20,90,6.3076451
6649,00014_00009,20,95,6.5143374
6650,00014_00010,20,85,6.9398632
6651,00014_00011,20,85,6.3444223
6652,00014_00012,20,90,6.1378993
6653,00016_00002,100,90,0.9639982
6654,00016_00003,100,80,0.8988482
6655,00018_00002,0,85,0.8192732
6656,00020_00001,100,85,1.7139741
6657,00022_00003,20,80,6.1709845
6658,00023_00004,100,90,2.2261636
6659,00023_00005,100,100,1.7712784
6660,00028_00001,0,60,1.1325422
6661,00030_00007,100,95,0.8627781
6662,00031_00001,100,60,1.0405365
6663,00031_00002,100,95,1.1923657
6664,00031_00003,100,80,1.2851248
6665,00032_00003,100,70,1.2043655
6666,00034_00002,100,50,1.1178419
6667,00034_00003,100,70,1.1293711
6668,00034_00004,100,75,1.2328633
6669,00034_00005,100,85,1.1559511
6670,00034_00006,100,100,0.7982166
6671,00034_00007,100,60,0.8075174
6672,00034_00008,100,100,0.8092858
6673,00037_00001,100,90,1.4380056
6674,00037_00002,100,95,1.8410086
6675,00037_00003,100,80,2.0309637
6676,00041_00001,100,100,1.3409474
6677,00041_00002,100,70,1.4183515
6678,00041_00003,20,50,1.4233088
6679,00041_00004,100,100,1.6524324
6680,00041_00005,100,100,1.4910828
6681,00041_00006,100,100,2.2966888
6682,00041_00007,20,100,1.4080877
6683,00041_00008,100,90,1.3013178
6684,00041_00009,100,90,1.0984219
6685,00041_00010,20,100,1.1937849
6686,00041_00011,100,90,1.4876345
6687,00041_00012,100,100,1.6471107
6688,00041_00014,100,90,1.6263657
6689,00042_00001,100,95,1.5740567
6690,00042_00002,100,55,1.4056663
6691,00042_00003,100,60,1.2955701
6692,00042_00004,100,80,1.5021307
6693,00042_00005,100,90,1.2952934
6694,00043_00001,100,45,0.9495512
6695,00043_00002,100,70,0.8028912
6696,00043_00003,100,65,0.7312073
6697,00043_00004,100,80,1.0498091
6698,00044_00001,100,60,1.092537
6699,00045_00004,0,0,1.1465313
6700,00046_00001,0,0,1.3058591
6701,00047_00001,0,0,1.6818928
6702,00052_00001,100,60,1.5332982
6703,00053_00001,0,40,1.4434591
6704,00053_00002,0,80,0.8208898
6705,00053_00003,0,75,0.8126195
6706,00054_00003,100,75,1.0387841
6707,00054_00004,0,0,1.0141889
6708,00055_00002,100,60,1.5418389
6709,00055_00003,100,35,1.5806746
6710,00057_00001,100,70,0.8700285
6711,00060_00001,100,100,1.6649358
6712,00060_00003,100,100,1.5848352
6713,00061_00001,100,90,1.3252866
6714,00062_00001,0,0,1.0599398
6715,00062_00002,0,100,0.8070279
6716,00062_00003,0,0,0.9659973
6717,00063_00004,0,0,0.9801573
6718,00064_00001,0,0,0.8511004
6719,00064_00002,0,30,1.2320892
6720,00064_00003,0,90,0.877247
6721,00064_00004,0,0,0.9186702
6722,00064_00005,0,60,0.7650071
6723,00064_00006,100,65,0.7611816
6724,00064_00007,100,40,1.0001546
6725,00064_00009,0,85,0.9560321
6726,00064_00010,0,40,0.958274
6727,00064_00012,0,0,1.040929
6728,00065_00001,100,80,0.9341449
6729,00066_00001,100,90,1.0591299
6730,00066_00002,100,90,0.8899337
6731,00066_00003,100,90,0.9712807
6732,00066_00004,100,90,0.8194617
6733,00066_00005,100,95,0.9092126
6734,00067_00005,100,90,0.864747
6735,00071_00001,100,50,1.1138364
6736,00071_00002,100,90,0.927047
6737,00071_00003,100,80,0.9947661
6738,00075_00004,100,80,1.113857
6739,00075_00005,100,80,1.1221146
6740,00076_00001,100,80,0.7634922
6741,00076_00002,100,70,0.9847564
6742,00077_00001,20,65,6.3666344
6743,00077_00002,100,75,1.4226076
6744,00077_00003,100,70,1.5848261
6745,00077_00004,100,50,1.8717338
6746,00077_00005,100,65,1.8715881
6747,00082_00001,0,60,1.1343896
6748,00082_00002,0,55,0.7936535
6749,00082_00003,0,40,0.9594466
6750,00082_00004,0,10,0.7507079
6751,00082_00005,0,0,0.9888473
6752,00083_00001,0,70,0.976039
6753,00083_00002,0,0,0.7468164
6754,00083_00004,0,0,0.8116648
6755,00084_00003,0,0,0.9638651
6756,00085_00001,100,85,1.1391397
6757,00085_00002,100,60,0.9577937
6758,00085_00004,100,80,1.2213762
6759,00085_00005,100,80,0.9384886
6760,00086_00001,100,70,1.4830189
6761,00086_00002,100,50,1.2819145
6762,00086_00003,20,55,1.4890896
6763,00086_00004,100,55,1.6668447
6764,00086_00005,100,70,1.6911004
6765,00086_00006,100,70,2.1807046
6766,00086_00007,100,50,1.7528528
6767,00086_00008,100,60,1.9668773
6768,00086_00009,100,70,1.4319663
6769,00086_00010,100,70,1.4157654
6770,00086_00011,100,70,1.5846106
6771,00086_00012,100,75,1.4272873
6772,00086_00014,100,85,1.9317957
6773,00086_00016,20,90,1.7935429
6774,00086_00017,100,90,1.8440524
6775,00088_00001,100,85,1.9814191
6776,00088_00002,100,50,1.2928734
6777,00088_00003,100,50,1.1400023
6778,00089_00001,100,70,1.5596041
6779,00089_00002,20,60,1.437348
6780,00089_00003,20,75,1.6092402
6781,00089_00004,20,80,1.8688652
6782,00089_00005,20,90,2.0305762
6783,00090_00001,100,60,2.3503739
6784,00092_00001,100,75,1.5865999
6785,00093_00001,20,60,2.4294278
6786,00093_00002,20,90,1.9775708
6787,00095_00001,20,50,6.719139
6788,00096_00003,20,95,1.747503
6789,00096_00004,100,95,1.8222778
6790,00096_00007,100,90,1.672141
6791,00097_00001,100,90,1.8808195
6792,00097_00002,100,100,1.7114061
6793,00097_00004,100,90,2.0496755
6794,00097_00005,100,100,1.9316157
6795,00097_00006,100,100,1.9215579
6796,00097_00007,100,100,1.9164765
6797,00097_00008,100,90,2.1440237
6798,00097_00009,100,90,1.8085973
6799,00098_00001,100,55,1.2136651
6800,00098_00002,100,45,0.8313694
6801,00098_00004,100,65,0.7555835
6802,00098_00005,100,85,0.8422274
6803,00098_00006,100,90,0.8698681
6804,00098_00007,100,85,1.044284
6805,00099_00001,100,70,1.177077
6806,00099_00002,100,85,1.4163556
6807,00099_00003,100,70,1.5236454
6808,00099_00004,100,90,1.3272555
6809,00100_00001,0,0,1.0147141
6810,00100_00002,0,0,0.8205333
6811,00100_00003,0,90,0.764051
6812,00100_00004,0,80,0.8339658
6813,00102_00001,20,75,1.8134498
6814,00102_00002,20,80,1.8345046
6815,00102_00003,100,80,1.9332413
6816,00103_00001,100,90,1.5888987
6817,00106_00001,100,60,1.564003
6818,00106_00002,100,85,1.7117666
6819,00106_00003,100,80,1.6346997
6820,00106_00004,100,80,1.5048184
6821,00107_00004,0,80,0.890466
6822,00107_00005,0,20,1.0467408
6823,00108_00001,100,80,0.9707753
6824,00109_00001,100,90,1.8670052
6825,00111_00001,20,70,1.9595996
6826,00111_00002,100,60,1.5005651
6827,00111_00003,20,55,1.5261894
6828,00111_00004,20,70,1.686165
6829,00111_00005,100,80,1.7141733
6830,00111_00006,20,65,1.8025106
6831,00111_00007,20,90,1.8236406
6832,00111_00008,20,80,1.8012049
6833,00111_00009,20,80,1.990414
6834,00111_00010,100,75,1.8545534
6835,00114_00001,100,90,0.8217196
6836,00116_00001,100,90,1.5159808
6837,00116_00002,20,75,1.6266614
6838,00116_00003,100,65,1.8092475
6839,00116_00004,100,90,1.9341318
6840,00116_00005,20,70,1.7429093
6841,00116_00006,100,70,1.4841854
6842,00116_00007,100,80,1.5742042
6843,00116_00008,20,70,1.4967649
6844,00116_00009,100,100,1.6340086
6845,00117_00001,0,65,1.0428634
6846,00117_00002,0,0,1.1335542
6847,00119_00002,100,85,1.4965126
6848,00119_00003,100,80,1.5011638
6849,00122_00001,100,100,1.6114347
6850,00128_00002,100,70,1.4447887
6851,00128_00003,0,40,1.0513158
6852,00128_00004,0,0,0.866548
6853,00129_00001,20,80,1.1233667
6854,00129_00002,20,90,1.107853
6855,00130_00001,100,100,1.3509184
6856,00131_00002,100,70,1.9564915
6857,00133_00001,100,70,1.1070228
6858,00133_00002,100,85,1.238548
6859,00133_00003,100,60,0.9077816
6860,00133_00004,100,80,1.0663053
6861,00133_00005,100,80,0.8806478
6862,00133_00006,100,95,0.8365312
6863,00134_00001,0,70,0.922072
6864,00137_00001,20,40,1.4826201
6865,00137_00002,20,55,1.8213365
6866,00137_00003,100,60,1.6306409
6867,00137_00004,100,75,1.9686129
6868,00138_00004,0,80,1.2876507
6869,00138_00005,0,60,1.2173671
6870,00151_00004,20,90,2.3208768
6871,00159_00001,100,70,1.1360666
6872,00162_00001,100,80,0.8958496
6873,00162_00004,100,90,0.9392228
6874,00162_00005,100,75,0.9588114
6875,00164_00003,0,0,1.0070024
6876,00165_00001,100,90,1.2912078
6877,00165_00002,100,80,1.4774303
6878,00166_00001,0,60,1.2955742
6879,00166_00004,0,75,0.7988701
6880,00166_00005,0,0,0.8035851
6881,00166_00006,0,50,1.1230651
6882,00167_00001,100,80,1.6885217
6883,00171_00001,100,80,1.2626758
6884,00179_00001,100,90,1.6820402
6885,00181_00001,100,85,1.6014407
6886,00181_00002,100,85,1.465435
6887,00183_00001,100,100,1.0699849
6888,00183_00002,100,95,0.8739902
6889,00183_00003,100,85,0.8578928
6890,00183_00004,100,100,0.8478212
6891,00183_00005,100,90,0.868383
6892,00183_00006,100,60,0.9473233
6893,00183_00007,100,75,1.1903588
6894,00191_00001,100,100,0.9766582
6895,00191_00002,100,90,0.9045629
6896,00203_00001,100,70,0.8700566
6897,00000_00001,100,100,4.1678666
6898,00001_00002,100,100,4.0013227
6899,00001_00004,100,90,1.8947838
6900,00002_00002,100,100,2.5129747
6901,00003_00005,20,100,2.1811445
6902,00003_00007,20,100,1.0899328
6903,00004_00014,0,0,1.0449891
6904,00005_00002,100,95,0.7909668
6905,00005_00003,100,95,0.7573422
6906,00006_00001,100,95,1.2043908
6907,00007_00001,100,100,0.8913784
6908,00008_00005,100,100,0.7162609
6909,00009_00001,0,70,0.7378613
6910,00009_00002,0,10,0.7349031
6911,00010_00001,100,90,0.7606823
6912,00011_00003,100,85,1.0108246
6913,00012_00004,0,0,0.7271774
6914,00013_00001,0,100,0.6901242
6915,00013_00002,0,0,0.6850615
6916,00014_00001,100,100,1.2266325
6917,00015_00004,0,50,0.4366498
6918,00016_00002,100,85,0.7879158
6919,00017_00001,100,85,1.3495377
6920,00018_00002,100,90,0.7648919
6921,00018_00003,0,95,0.815542
6922,00019_00003,0,0,0.6945624
6923,00020_00001,100,90,0.6885438
6924,00020_00002,100,95,0.7713705
6925,00020_00007,100,95,0.757691
6926,00021_00001,100,85,0.9823279
6927,00022_00005,100,90,0.8807869
6928,00022_00006,0,0,0.7345239
6929,00022_00007,0,60,0.7306886
6930,00023_00001,100,50,0.8057348
6931,00024_00001,100,90,1.9910729
6932,00025_00001,0,0,0.8887496
6933,00025_00002,0,0,0.6963653
6934,00025_00003,0,50,0.6892166
6935,00026_00007,100,100,0.7482601
6936,00027_00001,100,85,0.7239312
6937,00027_00002,100,80,0.8743293
6938,00028_00001,100,100,1.48617
6939,00029_00008,100,90,3.0804439
6940,00030_00001,100,100,1.7066368
6941,00031_00003,100,95,2.1721576
6942,00032_00002,20,100,2.2733193
6943,00033_00001,0,60,1.7583292
6944,00034_00001,20,100,1.1616503
6945,00034_00002,20,100,1.4240113
6946,00035_00001,100,95,1.902519
6947,00036_00001,20,100,1.1922099
6948,00036_00002,20,100,1.3017643
6949,00036_00004,20,100,1.1433453
6950,00036_00005,20,90,1.2983064
6951,00037_00001,0,70,1.1100825
6952,00038_00004,100,100,0.7767929
6953,00039_00004,100,95,0.7951552
6954,00040_00001,100,90,1.3290917
6955,00041_00002,100,85,0.8183285
6956,00041_00004,100,95,0.7781864
6957,00041_00005,100,95,0.7958763
6958,00041_00007,100,90,0.8544908
6959,00042_00009,100,90,1.0141832
6960,00043_00001,0,0,0.6847045
6961,00043_00002,0,0,0.7231313
6962,00044_00002,100,100,1.0143261
6963,00045_00001,100,85,0.9795053
6964,00046_00001,100,100,0.8490673
6965,00047_00001,100,90,1.4366308
6966,00047_00002,100,90,2.1596529
6967,00048_00006,100,95,2.3534793
6968,00049_00001,20,90,6.0265916
6969,00049_00003,20,85,5.8423994
6970,00050_00001,100,90,2.2397212
6971,00051_00001,0,30,0.6874655
6972,00052_00001,100,100,3.0495175
6973,00052_00002,100,95,2.0793356
6974,00053_00001,100,100,1.9575674
6975,00053_00002,100,100,2.5328275
6976,00054_00001,100,80,2.8034605
6977,00055_00001,20,90,3.1650297
6978,00056_00001,0,20,1.7373884
6979,00056_00002,0,0,1.5157737
6980,00057_00002,0,0,1.6075507
6981,00058_00001,100,90,1.4120404
6982,00058_00002,100,85,1.4546403
6983,00058_00003,100,85,1.3080486
6984,00059_00001,0,0,1.4537556
6985,00060_00002,100,80,1.8140941
6986,00060_00003,100,75,1.867812
6987,00061_00003,100,95,1.5737538
6988,00062_00001,0,0,1.5380939
6989,00062_00002,0,60,1.4788845
6990,00062_00003,0,0,1.4081872
6991,00062_00006,0,35,1.4492943
6992,00063_00001,100,100,2.0083988
6993,00064_00005,20,90,2.0005428
6994,00064_00006,20,90,2.3323744
6995,00065_00001,100,100,1.5803887
6996,00065_00002,100,90,1.3077779
6997,00065_00003,100,100,1.4379518
6998,00065_00004,100,95,1.5171995
6999,00065_00005,100,100,1.3808031
7000,00066_00004,100,100,1.3607847
7001,00067_00006,100,90,1.722125
7002,00068_00001,100,100,1.1363021
7003,00068_00002,100,100,0.8832744
7004,00068_00003,100,100,0.8421329
7005,00069_00001,100,100,0.771025
7006,00070_00001,20,90,1.1224504
7007,00071_00007,100,100,0.8244137
7008,00071_00008,100,90,0.8158598
7009,00071_00009,100,95,0.8829159
7010,00072_00001,20,80,0.9823868
7011,00073_00002,100,100,1.0810143
7012,00074_00005,100,90,1.1176544
7013,00074_00006,20,90,1.0727929
7014,00075_00005,0,0,1.0200883
7015,00076_00003,20,80,5.3754246
7016,00076_00004,20,90,5.3153496
7017,00077_00001,0,10,0.7735167
7018,00077_00002,0,0,0.7958049
7019,00077_00003,0,15,1.0583209
7020,00078_00003,100,100,0.8542008
7021,00078_00004,100,90,0.7391063
7022,00079_00003,20,100,1.091084
7023,00080_00001,100,90,1.2263471
7024,00081_00006,0,85,0.7524972
7025,00082_00001,100,100,0.7919003
7026,00083_00004,100,100,1.0349592
7027,00084_00001,20,95,0.9460054
7028,00085_00001,100,90,0.733885
7029,00085_00005,100,100,0.7060547
7030,00086_00002,20,90,1.0110015
7031,00086_00003,20,80,1.1513479
7032,00086_00004,20,85,1.6982875
7033,00086_00005,20,90,1.4809713
7034,00086_00006,20,90,1.4989914
7035,00087_00003,100,95,1.8743274
7036,00088_00009,100,85,1.499137
7037,00089_00001,0,0,1.4417588
7038,00089_00002,0,10,1.7238218
7039,00091_00001,100,80,1.9002001
7040,00091_00002,100,90,1.3501424
7041,00092_00001,100,90,1.4685541
7042,00093_00008,100,70,1.5320462
7043,00093_00009,100,75,1.3725181
7044,00093_00010,100,70,1.4705751
7045,00093_00011,100,80,1.4217055
7046,00093_00012,100,55,1.7411718
7047,00094_00001,100,100,1.0985818
7048,00095_00001,100,85,2.1076758
7049,00096_00001,100,90,1.6563625
7050,00097_00003,100,95,1.1029388
7051,00098_00001,0,0,0.8229657
7052,00098_00004,0,0,0.7496149
7053,00099_00001,100,100,0.901225
7054,00099_00002,100,90,0.7858553
7055,00100_00008,100,85,1.2548478
7056,00101_00001,100,100,1.5456343
7057,00102_00004,100,90,1.255206
7058,00103_00001,100,90,0.9054248
7059,00103_00002,100,95,0.8608169
7060,00103_00003,100,90,0.7634025
7061,00104_00004,100,100,0.7782185
7062,00104_00005,100,100,0.8593268
7063,00105_00001,20,75,1.0204705
7064,00105_00002,20,80,1.067279
7065,00106_00001,100,95,0.8183301
7066,00107_00003,100,95,1.2409746
7067,00107_00006,100,100,0.9882979
7068,00107_00007,100,100,1.1086351
7069,00107_00008,100,95,1.173987
7070,00107_00011,100,95,1.4366616
7071,00107_00012,100,90,1.4868799
7072,00107_00013,100,90,1.1650392
7073,00108_00001,100,70,1.6451875
7074,00109_00001,100,90,1.5307093
7075,00109_00002,100,95,1.2193323
7076,00110_00001,100,65,1.6783837
7077,00111_00001,20,100,1.7919078
7078,00111_00002,20,90,1.9089321
7079,00111_00003,20,100,1.8913956
7080,00112_00001,100,80,1.8522936
7081,00113_00002,100,95,1.4873525
7082,00114_00001,0,0,1.5526531
7083,00115_00005,100,65,1.3899035
7084,00115_00009,100,85,1.6845303
7085,00115_00010,100,75,1.4877486
7086,00116_00002,100,70,1.6482096
7087,00117_00002,20,90,1.5865402
7088,00117_00004,20,85,1.706844
7089,00117_00005,20,80,1.9272486
7090,00117_00006,20,80,1.7087086
7091,00117_00007,20,80,1.5819765
7092,00117_00008,20,85,1.7183706
7093,00117_00014,20,85,1.6467617
7094,00119_00004,0,0,1.3035397
7095,00120_00001,20,80,1.6965819
7096,00120_00002,20,80,1.5760419
7097,00120_00003,20,90,1.7533506
7098,00121_00002,100,95,1.401635
7099,00123_00004,20,97,1.9787032
7100,00124_00001,100,95,1.4946366
7101,00124_00005,100,90,1.3366436
7102,00125_00002,0,80,1.2610563
7103,00126_00002,100,100,1.3568029
7104,00127_00002,100,90,1.2273109
7105,00128_00001,100,90,1.3232476
7106,00129_00002,100,90,1.1496966
7107,00130_00001,100,100,1.4198133
7108,00131_00002,20,100,1.6032481
7109,00132_00002,0,85,1.1981061
7110,00132_00003,0,0,1.0350553
7111,00133_00001,0,0,1.0855629
7112,00134_00001,100,100,4.2288247
7113,00135_00001,0,70,1.1698214
7114,00136_00004,0,95,1.0618174
7115,00136_00005,0,90,1.001512
7116,00140_00001,20,90,1.6379146
7117,00141_00002,20,100,1.4654204
7118,00142_00001,100,85,1.2351688
7119,00143_00001,20,95,1.3497643
7120,00143_00003,20,100,1.6108861
7121,00144_00009,100,90,2.402388
7122,00144_00010,100,100,1.7899689
7123,00145_00002,100,80,1.2171267
7124,00145_00003,100,85,1.1369615
7125,00145_00004,100,85,1.0026062
7126,00146_00002,100,65,1.0179646
7127,00146_00004,100,95,1.0973733
7128,00146_00005,100,95,1.0008255
7129,00148_00001,20,90,1.4617427
7130,00149_00002,100,100,1.2518775
7131,00150_00007,100,90,1.234577
7132,00151_00004,100,100,1.4310378
7133,00152_00001,100,80,1.1865104
7134,00153_00002,100,100,1.1253527
7135,00154_00008,100,90,1.0380697
7136,00155_00001,0,0,1.1093335
7137,00156_00001,100,90,1.128509
7138,00157_00001,0,90,1.0959685
7139,00158_00001,100,90,1.0480462
7140,00159_00003,100,100,1.0884576
7141,00160_00001,100,85,0.9785091
7142,00161_00001,100,90,1.0047576
7143,00161_00002,100,90,0.9872369
7144,00162_00001,0,85,1.1355739
7145,00162_00002,0,0,1.0330781
7146,00163_00001,100,100,1.0229289
7147,00164_00001,0,85,1.078853
7148,00165_00003,20,100,1.382268
7149,00166_00001,0,0,1.4344556
7150,00166_00002,0,0,1.0854817
7151,00166_00003,0,0,1.1243901
7152,00166_00004,0,0,1.0952352
7153,00166_00005,0,85,1.045683
7154,00168_00001,100,100,1.0433598
7155,00168_00002,100,90,1.1184253
7156,00168_00003,100,90,1.0012452
7157,00169_00001,100,90,1.123562
7158,00170_00001,100,90,1.0662341
7159,00171_00001,100,100,1.0251249
7160,00172_00001,100,90,1.8750002
7161,00173_00001,100,85,1.0232809
7162,00174_00002,100,80,1.0961221
7163,00175_00001,0,0,1.0163776
7164,00175_00002,0,90,1.2989287
7165,00176_00004,0,30,0.5841154
7166,00177_00001,100,100,1.0688851
7167,00178_00001,100,90,1.0724801
7168,00179_00001,100,95,1.8292545
7169,00180_00001,0,55,0.63142
7170,00181_00001,100,100,1.211426
7171,00182_00002,0,50,1.0710767
7172,00182_00003,0,0,1.0126365
7173,00182_00004,0,70,1.0658651
7174,00183_00001,100,95,1.0493771
7175,00184_00001,100,90,1.9601307
7176,00185_00002,100,95,1.06694
7177,00186_00002,100,90,1.0206472
7178,00187_00002,100,85,1.012975
7179,00188_00001,100,95,1.0499872
7180,00189_00002,100,90,0.9979472
7181,00190_00001,100,85,0.981191
7182,00191_00001,100,85,1.1649901
7183,00191_00002,100,80,1.0595002
7184,00191_00004,100,55,1.0178054
7185,00003_00002,20,90,0.9530527
7186,00004_00001,20,80,0.9217928
7187,00004_00002,20,90,0.8878777
7188,00008_00003,0,60,0.8493796
7189,00026_00001,0,65,0.7943233
7190,00041_00001,100,90,0.8633456
7191,00042_00005,20,70,1.0512874
7192,00049_00002,20,80,5.4173562
7193,00071_00003,100,95,0.819281
7194,00071_00005,100,90,0.8535572
7195,00085_00002,20,60,0.8128035
7196,00085_00003,20,55,0.7734809
7197,00085_00004,20,65,0.7298198
7198,00102_00002,20,65,1.7089122
7199,00104_00001,0,85,0.8476192
7200,00104_00002,0,85,0.8033443
7201,00107_00001,20,90,5.9490141
7202,00107_00005,100,95,0.8985598
7203,00115_00001,0,60,0.87439
7204,00115_00006,100,100,0.9117835
7205,00115_00007,100,100,0.8187566
7206,00115_00008,100,90,0.7756681
7207,00116_00001,20,10,6.1900315
7208,00116_00003,20,90,6.1806992
7209,00118_00001,20,100,2.3549968
7210,00119_00001,0,40,0.7992296
7211,00119_00002,0,0,0.8348653
7212,00119_00003,0,5,0.8076403
7213,00123_00001,0,80,0.7541497
7214,00138_00002,20,90,5.908393
7215,00138_00003,20,70,5.1459202
7216,00138_00004,20,60,5.406418
7217,00146_00001,100,80,1.7882653
7218,00147_00001,0,60,0.7731548
7219,00154_00006,20,80,0.7745226
7220,00159_00001,20,100,0.796862
7221,00167_00001,0,0,0.7136273
7222,00189_00001,100,90,0.8392691
7223,00001_00001,100,95,4.8364612
7224,00001_00003,100,100,1.5849952
7225,00002_00001,100,80,2.5166863
7226,00003_00001,100,90,0.8099298
7227,00003_00003,20,100,0.8971492
7228,00003_00004,100,90,0.8665294
7229,00003_00006,20,75,1.0393498
7230,00004_00003,0,40,0.9331321
7231,00004_00004,0,80,0.7606537
7232,00004_00005,0,10,0.7377021
7233,00004_00006,0,20,0.8443934
7234,00004_00007,0,55,0.784365
7235,00004_00008,0,40,0.9173541
7236,00004_00009,0,0,0.8035776
7237,00004_00010,0,75,0.7292587
7238,00004_00011,0,0,0.7448392
7239,00004_00012,0,70,0.789644
7240,00004_00013,0,50,0.8691073
7241,00005_00001,100,90,0.7661805
7242,00008_00001,100,100,0.7206784
7243,00008_00002,100,100,0.9201246
7244,00008_00004,100,100,0.8143015
7245,00011_00001,100,95,1.0263232
7246,00011_00002,100,90,1.0726466
7247,00012_00001,0,0,0.9819195
7248,00012_00002,0,0,0.8493928
7249,00012_00003,0,0,0.770525
7250,00015_00001,0,65,0.3904776
7251,00015_00002,0,10,0.3562137
7252,00015_00003,0,0,0.547732
7253,00016_00001,100,90,1.0427128
7254,00018_00001,100,95,1.1074465
7255,00019_00001,0,25,1.5392692
7256,00019_00002,0,10,1.4552586
7257,00020_00003,100,100,1.2523802
7258,00020_00004,100,100,1.1979762
7259,00020_00005,100,100,1.3192128
7260,00020_00006,100,95,1.5222619
7261,00022_00001,100,90,1.4937965
7262,00022_00002,100,90,1.3736284
7263,00022_00003,100,95,1.4195243
7264,00022_00004,100,100,1.3773102
7265,00026_00002,100,80,1.3451127
7266,00026_00003,100,100,1.4804126
7267,00026_00004,100,80,1.4096326
7268,00026_00005,100,100,1.3841788
7269,00026_00006,100,90,1.3751059
7270,00029_00001,100,80,2.186438
7271,00029_00002,100,85,1.7724716
7272,00029_00003,100,95,1.9195302
7273,00029_00004,20,90,2.0876489
7274,00029_00005,100,90,2.1416037
7275,00029_00006,100,90,1.8945049
7276,00029_00007,100,85,1.8492657
7277,00031_00001,100,100,1.5857458
7278,00031_00002,100,95,2.2325583
7279,00032_00001,20,70,2.0781847
7280,00036_00003,20,85,1.6569385
7281,00038_00001,100,80,1.2486462
7282,00038_00002,100,85,1.048701
7283,00038_00003,20,80,1.0581176
7284,00039_00001,100,80,1.1406297
7285,00039_00002,100,90,1.1881107
7286,00039_00003,100,95,1.1934249
7287,00041_00003,100,95,1.2164315
7288,00041_00006,100,95,1.088546
7289,00042_00001,100,85,1.355507
7290,00042_00002,100,85,1.662606
7291,00042_00003,100,90,1.5070672
7292,00042_00004,100,90,1.4529353
7293,00042_00006,100,95,1.3863289
7294,00042_00007,100,90,1.6082179
7295,00042_00008,100,90,1.4609093
7296,00044_00001,100,90,1.5329093
7297,00048_00001,100,85,1.6781333
7298,00048_00002,100,100,1.3789746
7299,00048_00003,100,90,1.6329228
7300,00048_00004,100,90,1.3931295
7301,00048_00005,100,90,1.7185804
7302,00057_00001,0,75,1.0390586
7303,00060_00001,20,85,1.3563913
7304,00061_00001,100,95,1.079623
7305,00061_00002,100,95,1.0709508
7306,00062_00004,0,40,1.056527
7307,00062_00005,0,45,1.1536418
7308,00064_00001,20,100,1.6124681
7309,00064_00002,20,85,1.6788243
7310,00064_00003,20,90,1.5688253
7311,00064_00004,20,100,1.71688
7312,00066_00001,20,90,1.245885
7313,00066_00002,100,100,1.1522627
7314,00066_00003,100,100,1.1029147
7315,00067_00001,100,90,1.6499795
7316,00067_00002,100,90,1.3660843
7317,00067_00003,100,85,1.6089801
7318,00067_00004,20,70,1.6784057
7319,00067_00005,20,85,1.4633422
7320,00071_00001,100,95,1.0520507
7321,00071_00002,100,100,1.0965086
7322,00071_00004,100,95,1.2917625
7323,00071_00006,100,100,1.0720473
7324,00073_00001,100,70,1.0822305
7325,00074_00001,100,70,1.4621991
7326,00074_00002,100,55,1.5709985
7327,00074_00003,100,90,1.3656658
7328,00074_00004,100,90,1.6268579
7329,00075_00001,0,95,1.0527148
7330,00075_00002,0,0,1.1374544
7331,00075_00003,0,80,1.053395
